	protein_sequence1	protein_sequence2	interaction
2805	445	2544	1
2806	1360	1522	1
2807	1455	878	1
2808	2717	590	1
2809	2717	2427	1
2810	2309	2544	1
2811	1931	1743	1
2812	1931	73	1
2813	1658	2490	1
2814	1207	2436	1
2815	1207	2673	1
2816	1207	2677	1
2817	2081	2257	1
2818	2506	1743	1
2819	1187	1738	1
2820	404	1522	1
2821	812	878	1
2822	1203	80	1
2823	1639	153	1
2824	2604	2490	1
2825	2604	1743	1
2826	2330	2376	1
2827	1236	2490	1
2828	1725	2490	1
2829	462	2490	1
2830	284	1522	1
2831	284	878	1
2832	840	2050	1
2833	380	1738	1
2834	1447	1697	1
2835	721	1738	1
2836	997	2205	1
2837	450	144	1
2838	450	1743	1
2839	111	2490	1
2840	1797	835	1
2841	1902	2427	1
2842	1902	590	1
2843	597	1781	1
2844	597	1522	1
2845	1175	596	1
2846	1884	2102	1
2847	1884	869	1
2848	1884	463	1
2849	1884	1924	1
2850	1848	1342	1
2851	1848	432	1
2852	1848	1685	1
2853	1848	1522	1
2854	1848	1580	1
2855	1848	2677	1
2856	1742	2677	1
2857	1244	2414	1
2858	2255	1522	1
2859	2255	73	1
2860	2178	1878	1
2861	589	1522	1
2862	589	2490	1
2863	34	2544	1
2864	1152	2544	1
2865	2729	2673	1
2866	2729	2490	1
2867	249	2490	1
2868	1029	463	1
2869	1113	1522	1
2870	1113	2677	1
2871	977	1522	1
2872	2270	1522	1
2873	542	1924	1
2874	542	1743	1
2875	2060	1275	1
2876	138	1450	1
2877	138	1307	1
2878	909	1522	1
2879	909	144	1
2880	2264	1743	1
2881	1223	1444	1
2882	1223	1978	1
2883	1223	2168	1
2884	1223	1285	1
2885	1223	2135	1
2886	1785	2544	1
2887	2290	1438	1
2888	2290	2647	1
2889	2290	2464	1
2890	251	777	1
2891	96	2589	1
2892	96	1765	1
2893	96	860	1
2894	96	1738	1
2895	96	2428	1
2896	96	397	1
2897	96	2544	1
2898	1044	2544	1
2899	591	1607	1
2900	439	2544	1
2901	1913	2334	1
2902	1913	1607	1
2903	1913	2314	1
2904	133	1607	1
2905	681	1607	1
2906	1229	2379	1
2907	1229	2544	1
2908	2515	2544	1
2909	1346	73	1
2910	345	1079	1
2911	2635	1278	1
2912	2635	2205	1
2913	2635	122	1
2914	2635	711	1
2915	563	1743	1
2916	563	144	1
2917	433	144	1
2918	1143	1743	1
2919	1853	144	1
2920	1853	1743	1
2921	2598	144	1
2922	275	2544	1
2923	275	1743	1
2924	275	835	1
2925	275	453	1
2926	275	144	1
2927	1779	1743	1
2928	2157	2072	1
2929	1082	1522	1
2930	1082	2544	1
2931	1082	860	1
2932	2218	144	1
2933	2596	1607	1
2934	863	144	1
2935	764	1743	1
2936	1992	1711	1
2937	1992	641	1
2938	521	1924	1
2939	504	1607	1
2940	1706	144	1
2941	1706	1743	1
2942	2440	144	1
2943	2198	2544	1
2944	2198	163	1
2945	2593	2379	1
2946	83	185	1
2947	83	2661	1
2948	83	669	1
2949	83	453	1
2950	83	835	1
2951	254	878	1
2952	254	1781	1
2953	254	1522	1
2954	1434	1924	1
2955	1434	2379	1
2956	1434	463	1
2957	1434	878	1
2958	1434	1607	1
2959	2515	2379	1
2960	2515	2544	1
2961	2674	2153	1
2962	2674	2740	1
2963	2674	1844	1
2964	2674	286	1
2965	2674	414	1
2966	2674	80	1
2967	2674	1522	1
2968	2674	1276	1
2969	2674	1978	1
2970	2674	1078	1
2971	2674	1078	1
2972	2674	1078	1
2973	2674	1078	1
2974	2674	1148	1
2975	1004	2677	1
2976	1411	2544	1
2977	1411	1522	1
2978	1964	1522	1
2979	826	860	1
2980	941	463	1
2981	941	272	1
2982	941	290	1
2983	941	2594	1
2984	941	1685	1
2985	941	19	1
2986	941	30	1
2987	941	869	1
2988	941	1035	1
2989	941	2164	1
2990	941	2189	1
2991	941	1607	1
2992	1224	314	1
2993	1224	1522	1
2994	831	2544	1
2995	175	127	1
2996	2194	2544	1
2997	2355	485	1
2998	2355	272	1
2999	2355	1924	1
3000	2355	2594	1
3001	2355	314	1
3002	2355	2677	1
3003	2355	1970	1
3004	2355	330	1
3005	2355	2189	1
3006	2355	1522	1
3007	2147	1607	1
3008	880	463	1
3009	880	2677	1
3010	2472	463	1
3011	2472	2677	1
3012	2472	1035	1
3013	411	1522	1
3014	411	2677	1
3015	1426	2427	1
3016	1768	463	1
3017	1768	1924	1
3018	1768	1685	1
3019	1768	1522	1
3020	1768	869	1
3021	1643	1522	1
3022	2328	463	1
3023	2328	1924	1
3024	2328	1685	1
3025	2328	1522	1
3026	2328	869	1
3027	916	163	1
3028	916	386	1
3029	1949	878	1
3030	441	1743	1
3031	441	144	1
3032	1920	860	1
3033	810	1743	1
3034	986	2544	1
3035	986	860	1
3036	986	474	1
3037	986	695	1
3038	986	290	1
3039	986	2428	1
3040	435	860	1
3041	435	1697	1
3042	435	773	1
3043	435	290	1
3044	435	2257	1
3045	435	1153	1
3046	435	926	1
3047	435	695	1
3048	435	1629	1
3049	435	795	1
3050	1186	2168	1
3051	1186	315	1
3052	1186	1285	1
3053	1186	1983	1
3054	1186	1100	1
3055	1186	1618	1
3056	1186	1978	1
3057	1186	2135	1
3058	1186	2634	1
3059	1186	27	1
3060	1186	918	1
3061	1186	1172	1
3062	1186	1679	1
3063	1186	656	1
3064	535	1924	1
3065	535	1522	1
3066	457	2490	1
3067	457	2677	1
3068	1114	1738	1
3069	1114	1924	1
3070	1114	1522	1
3071	2419	1157	1
3072	2493	463	1
3073	2493	1924	1
3074	2493	1881	1
3075	517	80	1
3076	1634	463	1
3077	1634	2490	1
3078	1634	878	1
3079	1634	1924	1
3080	1634	1522	1
3081	1634	144	1
3082	1634	998	1
3083	1634	2018	1
3084	993	848	1
3085	623	463	1
3086	623	2490	1
3087	623	272	1
3088	623	1685	1
3089	2267	1522	1
3090	1388	463	1
3091	1388	1924	1
3092	1388	2677	1
3093	2035	878	1
3094	2035	2544	1
3095	1694	634	1
3096	377	2544	1
3097	754	163	1
3098	1701	2544	1
3099	767	1970	1
3100	767	485	1
3101	767	2436	1
3102	767	1342	1
3103	767	878	1
3104	767	432	1
3105	767	272	1
3106	767	1924	1
3107	767	2498	1
3108	767	1833	1
3109	767	2594	1
3110	767	1166	1
3111	767	891	1
3112	767	314	1
3113	767	1319	1
3114	767	1209	1
3115	767	2677	1
3116	767	73	1
3117	767	30	1
3118	767	1068	1
3119	767	1035	1
3120	767	2164	1
3121	767	1881	1
3122	767	1781	1
3123	767	1580	1
3124	767	330	1
3125	767	1218	1
3126	767	2189	1
3127	767	610	1
3128	767	1522	1
3129	43	860	1
3130	1860	1924	1
3131	1860	1607	1
3132	2133	163	1
3133	2133	1522	1
3134	2133	2677	1
3135	2199	2427	1
3136	2199	1355	1
3137	716	1970	1
3138	716	485	1
3139	716	432	1
3140	716	1924	1
3141	716	1522	1
3142	716	2677	1
3143	716	73	1
3144	716	2308	1
3145	716	1781	1
3146	902	1287	1
3147	902	878	1
3148	902	272	1
3149	902	1924	1
3150	902	2498	1
3151	902	2594	1
3152	902	1157	1
3153	902	1522	1
3154	902	1068	1
3155	902	869	1
3156	902	1881	1
3157	614	1743	1
3158	1856	860	1
3159	1856	695	1
3160	1856	1629	1
3161	728	860	1
3162	728	1697	1
3163	728	2680	1
3164	728	773	1
3165	728	2257	1
3166	728	1153	1
3167	728	695	1
3168	728	2428	1
3169	728	795	1
3170	728	290	1
3171	320	1320	1
3172	320	1850	1
3173	320	1839	1
3174	320	2490	1
3175	390	2544	1
3176	515	2214	1
3177	1303	1522	1
3178	1189	1970	1
3179	1189	485	1
3180	1189	463	1
3181	1189	1924	1
3182	1189	1522	1
3183	1189	73	1
3184	1189	2693	1
3185	1189	1781	1
3186	1139	1607	1
3187	1421	1607	1
3188	1988	2677	1
3189	2195	144	1
3190	1101	878	1
3191	1101	80	1
3192	1129	860	1
3193	1129	246	1
3194	1129	1697	1
3195	1129	2680	1
3196	1129	773	1
3197	1129	290	1
3198	1129	2257	1
3199	1129	2632	1
3200	1129	795	1
3201	1129	1153	1
3202	1129	695	1
3203	1786	2427	1
3204	1786	1522	1
3205	1786	453	1
3206	1990	878	1
3207	1990	27	1
3208	1990	2677	1
3209	1657	1450	1
3210	1183	463	1
3211	1183	878	1
3212	1183	1924	1
3213	1183	1522	1
3214	1183	73	1
3215	1183	869	1
3216	2411	163	1
3217	2411	2544	1
3218	1379	2677	1
3219	1379	73	1
3220	1341	1881	1
3221	677	878	1
3222	1897	80	1
3223	740	1091	1
3224	2118	1321	1
3225	2271	1522	1
3226	449	642	1
3227	449	2288	1
3228	800	463	1
3229	800	878	1
3230	800	272	1
3231	800	1924	1
3232	800	2498	1
3233	800	290	1
3234	800	2594	1
3235	800	1685	1
3236	800	1157	1
3237	800	2677	1
3238	800	1068	1
3239	800	1881	1
3240	800	107	1
3241	2575	1522	1
3242	1149	2205	1
3243	1149	1839	1
3244	1149	1850	1
3245	1149	2226	1
3246	1149	1522	1
3247	1766	634	1
3248	1766	1696	1
3249	1046	2544	1
3250	2563	1743	1
3251	2563	144	1
3252	438	2490	1
3253	834	463	1
3254	834	272	1
3255	834	290	1
3256	834	2594	1
3257	834	1685	1
3258	834	19	1
3259	834	30	1
3260	834	869	1
3261	834	1035	1
3262	834	2164	1
3263	834	2189	1
3264	834	1441	1
3265	834	1607	1
3266	1900	1079	1
3267	114	1743	1
3268	1962	1607	1
3269	1018	1607	1
3270	2215	1319	1
3271	647	1319	1
3272	1548	2490	1
3273	1548	163	1
3274	1548	1944	1
3275	1548	653	1
3276	104	1629	1
3277	104	1898	1
3278	104	15	1
3279	104	2677	1
3280	1990	878	1
3281	1990	27	1
3282	1990	2677	1
3283	2380	832	1
3284	235	2490	1
3285	1229	2544	1
3286	792	2544	1
3287	319	2427	1
3288	675	1522	1
3289	659	341	1
3290	839	1330	1
3291	888	463	1
3292	888	1924	1
3293	888	2677	1
3294	888	73	1
3295	842	2490	1
3296	2527	1285	1
3297	2527	2490	1
3298	16	2436	1
3299	16	432	1
3300	16	2140	1
3301	16	1833	1
3302	16	27	1
3303	16	2677	1
3304	16	30	1
3305	16	1035	1
3306	16	887	1
3307	16	1781	1
3308	16	1218	1
3309	16	1522	1
3310	578	2102	1
3311	578	2677	1
3312	578	144	1
3313	1901	1522	1
3314	2130	2529	1
3315	2583	1522	1
3316	2191	1805	1
3317	1605	2490	1
3318	2659	2632	1
3319	2659	1078	1
3320	674	463	1
3321	674	1396	1
3322	674	2490	1
3323	674	878	1
3324	674	272	1
3325	674	1924	1
3326	674	2498	1
3327	674	2594	1
3328	674	1157	1
3329	674	1522	1
3330	674	1068	1
3331	1118	2205	1
3332	1118	1522	1
3333	1703	222	1
3334	1703	1629	1
3335	1703	2436	1
3336	1703	1342	1
3337	1703	2221	1
3338	1703	1924	1
3339	1703	1685	1
3340	1703	1209	1
3341	1703	30	1
3342	1703	1881	1
3343	1703	1743	1
3344	381	272	1
3345	2636	2490	1
3346	2636	1738	1
3347	2636	1685	1
3348	215	653	1
3349	1213	2490	1
3350	1213	878	1
3351	1213	2677	1
3352	1213	1522	1
3353	1165	2367	1
3354	2455	73	1
3355	1358	1062	1
3356	2706	1396	1
3357	2706	1157	1
3358	2104	73	1
3359	982	144	1
3360	2310	828	1
3361	1327	463	1
3362	1327	1319	1
3363	1762	30	1
3364	975	860	1
3365	407	1522	1
3366	861	2050	1
3367	1255	1320	1
3368	733	73	1
3369	1391	2456	1
3370	2305	891	1
3371	2363	1781	1
3372	948	2436	1
3373	2366	2189	1
3374	2366	463	1
3375	2366	1319	1
3376	2366	1166	1
3377	2366	80	1
3378	738	1157	1
3379	1328	314	1
3380	1328	2693	1
3381	1328	1209	1
3382	1328	463	1
3383	1328	2436	1
3384	1328	1342	1
3385	1328	531	1
3386	1328	891	1
3387	1328	330	1
3388	1328	887	1
3389	1328	1781	1
3390	1328	1337	1
3391	1328	878	1
3392	1328	1218	1
3393	1328	1319	1
3394	1328	432	1
3395	1328	1685	1
3396	1328	1924	1
3397	1328	2367	1
3398	1328	610	1
3399	1328	2414	1
3400	1328	1833	1
3401	1328	1522	1
3402	1328	73	1
3403	1328	2503	1
3404	567	2490	1
3405	1351	1209	1
3406	1351	2436	1
3407	1351	1342	1
3408	1351	1166	1
3409	1351	2677	1
3410	256	1522	1
3411	1682	80	1
3412	2714	1522	1
3413	1997	1522	1
3414	1883	73	1
3415	829	1218	1
3416	556	2490	1
3417	556	1157	1
3418	556	272	1
3419	556	1924	1
3420	556	2594	1
3421	2383	2427	1
3422	2383	878	1
3423	2383	590	1
3424	1577	2490	1
3425	191	2632	1
3426	214	2456	1
3427	910	1035	1
3428	910	2189	1
3429	910	463	1
3430	910	2164	1
3431	910	2490	1
3432	910	1685	1
3433	910	272	1
3434	910	869	1
3435	910	1607	1
3436	910	290	1
3437	910	2594	1
3438	910	19	1
3439	910	30	1
3440	1138	1330	1
3441	2646	80	1
3442	1022	209	1
3443	2381	878	1
3444	1812	163	1
3445	362	1743	1
3446	362	1924	1
3447	362	144	1
3448	110	327	1
3449	110	2427	1
3450	599	2490	1
3451	1612	1078	1
3452	1612	878	1
3453	1612	2427	1
3454	1612	2632	1
3455	1612	1522	1
3456	2469	163	1
3457	178	878	1
3458	892	80	1
3459	1316	891	1
3460	1650	163	1
3461	1650	1743	1
3462	1650	144	1
3463	2011	144	1
3464	2600	1738	1
3465	1922	454	1
3466	1922	2144	1
3467	20	878	1
3468	1260	272	1
3469	1260	1924	1
3470	1260	2498	1
3471	1260	2594	1
3472	2701	2490	1
3473	1838	1743	1
3474	1838	144	1
3475	2642	2427	1
3476	2642	590	1
3477	109	1062	1
3478	1842	272	1
3479	1842	1522	1
3480	1842	1275	1
3481	1904	1743	1
3482	2450	686	1
3483	2450	1078	1
3484	2450	2490	1
3485	283	144	1
3486	2494	878	1
3487	1146	1091	1
3488	212	80	1
3489	2212	2427	1
3490	2212	80	1
3491	2212	590	1
3492	8	2379	1
3493	1937	2205	1
3494	2733	1738	1
3495	1914	878	1
3496	1104	2679	1
3497	1117	2490	1
3498	1117	1522	1
3499	1117	144	1
3500	1016	1881	1
3501	1016	1924	1
3502	2158	1743	1
3503	2482	2490	1
3504	1613	1629	1
3505	1613	1569	1
3506	1613	334	1
3507	1821	1078	1
3508	1821	1078	1
3509	1821	1078	1
3510	1821	1078	1
3511	1539	80	1
3512	2686	1743	1
3513	1737	73	1
3514	1427	1743	1
3515	714	1396	1
3516	1668	1078	1
3517	1668	2632	1
3518	339	2456	1
3519	1409	828	1
3520	1409	1743	1
3521	1963	2490	1
3522	896	828	1
3523	897	1166	1
3524	1554	1738	1
3525	524	1522	1
3526	971	2544	1
3527	1677	2456	1
3528	120	1522	1
3529	823	860	1
3530	2535	1924	1
3531	130	330	1
3532	130	2427	1
3533	130	1355	1
3534	130	1166	1
3535	130	272	1
3536	130	1924	1
3537	130	2498	1
3538	130	73	1
3539	130	2594	1
3540	130	590	1
3541	130	1068	1
3542	305	1218	1
3543	366	2677	1
3544	366	2490	1
3545	366	1522	1
3546	510	163	1
3547	239	463	1
3548	239	878	1
3549	239	1685	1
3550	239	272	1
3551	2519	1522	1
3552	1837	835	1
3553	1837	453	1
3554	1837	2376	1
3555	1837	1062	1
3556	1057	1743	1
3557	1057	144	1
3558	2023	1569	1
3559	2023	1330	1
3560	2023	1655	1
3561	2023	2102	1
3562	2023	1924	1
3563	2023	632	1
3564	2023	1079	1
3565	2430	1522	1
3566	1531	2544	1
3567	1453	878	1
3568	2029	1079	1
3569	1440	209	1
3570	1724	1522	1
3571	680	1330	1
3572	1176	878	1
3573	1058	1522	1
3574	1683	2490	1
3575	2321	1569	1
3576	2321	1079	1
3577	2321	1792	1
3578	624	2677	1
3579	624	2677	1
3580	624	2490	1
3581	624	860	1
3582	2364	2544	1
3583	652	2490	1
3584	1716	1569	1
3585	1716	1924	1
3586	1716	334	1
3587	804	2490	1
3588	1488	80	1
3589	1024	2544	1
3590	1214	2544	1
3591	1136	2544	1
3592	1994	80	1
3593	143	2677	1
3594	143	1522	1
3595	143	869	1
3596	143	80	1
3597	285	2367	1
3598	1504	2490	1
3599	1047	1738	1
3600	2543	463	1
3601	2401	1079	1
3602	2539	878	1
3603	2087	1743	1
3604	2087	144	1
3605	1182	327	1
3606	1182	2427	1
3607	1465	1743	1
3608	1597	1079	1
3609	1690	1970	1
3610	1690	485	1
3611	1690	1337	1
3612	1690	1743	1
3613	706	2427	1
3614	706	590	1
3615	105	2427	1
3616	105	590	1
3617	350	2544	1
3618	2298	1736	1
3619	2298	1569	1
3620	2298	1079	1
3621	2605	1924	1
3622	1734	1522	1
3623	86	878	1
3624	464	1895	1
3625	715	2205	1
3626	715	2490	1
3627	715	2700	1
3628	715	1166	1
3629	715	80	1
3630	2086	453	1
3631	257	2427	1
3632	257	590	1
3633	1220	1738	1
3634	1354	1895	1
3635	1354	638	1
3636	1930	2544	1
3637	1930	1522	1
3638	1810	2427	1
3639	1810	590	1
3640	2012	1736	1
3641	2012	1079	1
3642	67	2427	1
3643	67	590	1
3644	2517	2379	1
3645	2517	414	1
3646	1759	891	1
3647	2097	2490	1
3648	991	2490	1
3649	171	1078	1
3650	171	2456	1
3651	171	2632	1
3652	650	860	1
3653	650	695	1
3654	881	2292	1
3655	881	2427	1
3656	881	327	1
3657	78	2427	1
3658	78	590	1
3659	2483	2490	1
3660	336	531	1
3661	1495	80	1
3662	1290	1629	1
3663	1664	783	1
3664	1664	163	1
3665	1664	1743	1
3666	528	1091	1
3667	1015	878	1
3668	172	1522	1
3669	1032	1522	1
3670	1366	1522	1
3671	1169	463	1
3672	1169	1157	1
3673	1169	1685	1
3674	1169	272	1
3675	1169	1522	1
3676	1169	1924	1
3677	1169	2594	1
3678	1169	144	1
3679	1374	2490	1
3680	2261	878	1
3681	685	2456	1
3682	1294	1062	1
3683	1830	832	1
3684	1347	878	1
3685	1347	73	1
3686	2578	1743	1
3687	431	2490	1
3688	947	1091	1
3689	689	1924	1
3690	2196	2490	1
3691	943	878	1
3692	21	1522	1
3693	68	463	1
3694	68	2677	1
3695	68	869	1
3696	359	832	1
3697	359	414	1
3698	2438	1218	1
3699	1653	537	1
3700	1410	1743	1
3701	276	314	1
3702	276	272	1
3703	276	1924	1
3704	2669	1781	1
3705	2669	2544	1
3706	2669	432	1
3707	2669	1522	1
3708	174	537	1
3709	2582	1157	1
3710	786	2677	1
3711	786	2490	1
3712	786	1522	1
3713	2354	432	1
3714	1974	2490	1
3715	1974	1522	1
3716	2721	463	1
3717	193	1743	1
3718	2108	878	1
3719	2108	1166	1
3720	87	1218	1
3721	87	73	1
3722	2558	80	1
3723	2552	2205	1
3724	2552	1172	1
3725	2552	2490	1
3726	2552	432	1
3727	2552	145	1
3728	134	2490	1
3729	2397	1142	1
3730	2397	2490	1
3731	2397	341	1
3732	2397	867	1
3733	2397	1444	1
3734	2397	145	1
3735	2066	144	1
3736	1030	2490	1
3737	1030	1924	1
3738	501	2427	1
3739	501	590	1
3740	2476	2544	1
3741	664	2541	1
3742	664	1122	1
3743	664	656	1
3744	664	414	1
3745	664	2135	1
3746	664	1053	1
3747	664	1564	1
3748	1795	2677	1
3749	1795	878	1
3750	1795	1218	1
3751	1795	1157	1
3752	1795	272	1
3753	1795	73	1
3754	1754	2205	1
3755	1754	2677	1
3756	1459	2257	1
3757	1305	2544	1
3758	1507	1157	1
3759	1507	272	1
3760	1507	1924	1
3761	2607	2456	1
3762	1760	2205	1
3763	1760	2490	1
3764	1760	2700	1
3765	1188	1811	1
3766	1188	2333	1
3767	1890	1218	1
3768	1890	1157	1
3769	729	1522	1
3770	1678	889	1
3771	2006	1370	1
3772	2006	506	1
3773	2006	878	1
3774	2006	2337	1
3775	1241	878	1
3776	884	867	1
3777	491	2673	1
3778	491	2334	1
3779	491	2490	1
3780	491	2700	1
3781	491	80	1
3782	1407	2102	1
3783	1407	1569	1
3784	1407	1079	1
3785	1946	2693	1
3786	1946	1166	1
3787	1946	73	1
3788	992	2205	1
3789	992	1629	1
3790	992	2292	1
3791	992	1522	1
3792	992	80	1
3793	645	1078	1
3794	645	1078	1
3795	645	1078	1
3796	645	1078	1
3797	645	2632	1
3798	645	1727	1
3799	645	80	1
3800	75	1062	1
3801	75	1569	1
3802	75	1079	1
3803	75	334	1
3804	1311	1035	1
3805	1311	2189	1
3806	1311	463	1
3807	1311	19	1
3808	1311	2164	1
3809	1311	2490	1
3810	1311	1685	1
3811	1311	272	1
3812	1311	869	1
3813	1311	1607	1
3814	1311	290	1
3815	1311	2594	1
3816	1311	30	1
3817	1796	2189	1
3818	1796	463	1
3819	1796	2490	1
3820	1796	878	1
3821	1796	1685	1
3822	1796	272	1
3823	1796	1607	1
3824	273	2544	1
3825	1493	163	1
3826	1493	2544	1
3827	792	2544	1
3828	2045	1522	1
3829	543	2205	1
3830	543	1166	1
3831	931	2655	1
3832	931	80	1
3833	1054	1685	1
3834	2653	1078	1
3835	2653	1078	1
3836	2653	1078	1
3837	2653	1078	1
3838	383	463	1
3839	383	869	1
3840	2723	860	1
3841	1825	1743	1
3842	1825	144	1
3843	790	860	1
3844	2533	1738	1
3845	210	2490	1
3846	210	1685	1
3847	2316	1522	1
3848	1003	2456	1
3849	1003	1522	1
3850	2225	860	1
3851	2179	1522	1
3852	722	2544	1
3853	1918	1924	1
3854	2716	1685	1
3855	1834	2673	1
3856	1088	2102	1
3857	1088	1079	1
3858	2208	1685	1
3859	588	1629	1
3860	727	1522	1
3861	71	878	1
3862	2626	1522	1
3863	1102	954	1
3864	2603	2677	1
3865	2421	1522	1
3866	2186	1522	1
3867	1632	531	1
3868	1632	144	1
3869	188	860	1
3870	1780	1330	1
3871	2057	2422	1
3872	939	878	1
3873	1560	2544	1
3874	594	2490	1
3875	554	1330	1
3876	1645	2544	1
3877	2640	335	1
3878	1369	878	1
3879	2074	656	1
3880	2074	1522	1
3881	2074	73	1
3882	1486	2414	1
3883	922	1738	1
3884	566	27	1
3885	566	1685	1
3886	566	2229	1
3887	261	2490	1
3888	672	1330	1
3889	1573	1738	1
3890	625	2631	1
3891	933	1522	1
3892	2346	2205	1
3893	113	878	1
3894	149	2490	1
3895	1934	878	1
3896	1934	1166	1
3897	88	2490	1
3898	1284	1522	1
3899	1284	2367	1
3900	1965	163	1
3901	1965	2490	1
3902	409	163	1
3903	718	1736	1
3904	718	1792	1
3905	1322	1924	1
3906	2404	2423	1
3907	2580	2544	1
3908	294	1522	1
3909	2387	1078	1
3910	2387	1078	1
3911	2387	1078	1
3912	2387	1078	1
3913	2387	860	1
3914	2590	828	1
3915	2095	2030	1
3916	486	2490	1
3917	1858	1035	1
3918	1858	2189	1
3919	1858	463	1
3920	1858	19	1
3921	1858	2164	1
3922	1858	2490	1
3923	1858	1685	1
3924	1858	272	1
3925	1858	869	1
3926	1858	1607	1
3927	1858	290	1
3928	1858	2594	1
3929	1858	30	1
3930	2084	2490	1
3931	2084	144	1
3932	2078	2673	1
3933	2078	2490	1
3934	519	80	1
3935	1654	73	1
3936	297	1736	1
3937	297	1792	1
3938	1111	2490	1
3939	304	144	1
3940	882	2140	1
3941	2587	1062	1
3942	1181	80	1
3943	152	1743	1
3944	1371	1738	1
3945	2037	330	1
3946	2037	2490	1
3947	1038	2456	1
3948	720	1068	1
3949	328	806	1
3950	965	878	1
3951	72	2490	1
3952	1001	2079	1
3953	1001	1056	1
3954	1001	2740	1
3955	1001	1148	1
3956	1001	1142	1
3957	1001	2073	1
3958	2336	2544	1
3959	646	2490	1
3960	1399	144	1
3961	2689	2544	1
3962	1818	463	1
3963	62	1218	1
3964	2378	828	1
3965	2378	2427	1
3966	2378	1522	1
3967	2065	303	1
3968	1443	2050	1
3969	1622	2490	1
3970	1704	1330	1
3971	2377	878	1
3972	2020	2490	1
3973	1383	878	1
3974	2089	2490	1
3975	1903	1522	1
3976	348	1808	1
3977	821	1569	1
3978	821	1079	1
3979	821	334	1
3980	2022	2490	1
3981	23	2544	1
3982	757	2490	1
3983	757	878	1
3984	228	1743	1
3985	2570	2544	1
3986	1984	1444	1
3987	1984	1444	1
3988	1889	2490	1
3989	788	1218	1
3990	788	1522	1
3991	2372	144	1
3992	1948	2490	1
3993	434	2427	1
3994	434	1355	1
3995	434	1157	1
3996	434	590	1
3997	1950	1743	1
3998	1950	1522	1
3999	374	1078	1
4000	374	2632	1
4001	374	1522	1
4002	225	463	1
4003	225	2677	1
4004	225	2544	1
4005	225	2490	1
4006	225	1522	1
4007	744	2456	1
4008	1375	1738	1
4009	1375	1522	1
4010	2606	246	1
4011	477	2427	1
4012	477	590	1
4013	2540	869	1
4014	1854	1743	1
4015	1085	1881	1
4016	1085	2677	1
4017	1085	878	1
4018	1085	1685	1
4019	1085	272	1
4020	1085	1924	1
4021	1085	2498	1
4022	1085	2594	1
4023	1085	30	1
4024	1085	1068	1
4025	357	2490	1
4026	357	878	1
4027	357	290	1
4028	1246	2266	1
4029	1134	1522	1
4030	692	1051	1
4031	692	335	1
4032	692	2266	1
4033	692	163	1
4034	692	454	1
4035	692	2414	1
4036	692	144	1
4037	533	1337	1
4038	533	1522	1
4039	278	1629	1
4040	2152	185	1
4041	2152	163	1
4042	2152	80	1
4043	2003	2189	1
4044	2003	463	1
4045	2003	2490	1
4046	2003	878	1
4047	2003	1685	1
4048	2003	272	1
4049	2003	1607	1
4050	859	1035	1
4051	859	2189	1
4052	859	463	1
4053	859	19	1
4054	859	2164	1
4055	859	30	1
4056	859	1685	1
4057	859	272	1
4058	859	869	1
4059	859	1607	1
4060	859	290	1
4061	859	2594	1
4062	220	2189	1
4063	220	463	1
4064	220	2490	1
4065	220	878	1
4066	220	1685	1
4067	220	272	1
4068	220	1607	1
4069	248	2189	1
4070	248	463	1
4071	248	2490	1
4072	248	878	1
4073	248	1685	1
4074	248	272	1
4075	248	1607	1
4076	195	2544	1
4077	195	1330	1
4078	1857	341	1
4079	1857	414	1
4080	1520	2427	1
4081	1520	1743	1
4082	1520	590	1
4083	2395	2677	1
4084	2395	1522	1
4085	325	2490	1
4086	1932	2677	1
4087	631	314	1
4088	631	2693	1
4089	631	1881	1
4090	631	2189	1
4091	631	1209	1
4092	631	463	1
4093	631	2436	1
4094	631	1342	1
4095	631	891	1
4096	631	330	1
4097	631	887	1
4098	631	1781	1
4099	631	1337	1
4100	631	878	1
4101	631	1218	1
4102	631	1319	1
4103	631	432	1
4104	631	30	1
4105	631	1685	1
4106	631	1166	1
4107	631	1522	1
4108	631	2367	1
4109	631	610	1
4110	631	73	1
4111	631	2414	1
4112	631	1833	1
4113	631	2503	1
4114	2209	463	1
4115	2209	878	1
4116	2116	1522	1
4117	1999	1522	1
4118	769	80	1
4119	1836	153	1
4120	1836	453	1
4121	242	2544	1
4122	242	1522	1
4123	495	1275	1
4124	893	80	1
4125	329	1522	1
4126	274	2427	1
4127	274	1355	1
4128	274	1522	1
4129	2139	1540	1
4130	2139	809	1
4131	2139	2221	1
4132	448	2544	1
4133	448	1522	1
4134	2664	1522	1
4135	1368	1522	1
4136	749	2456	1
4137	1873	2490	1
4138	1521	878	1
4139	70	1035	1
4140	70	2189	1
4141	70	463	1
4142	70	19	1
4143	70	2164	1
4144	70	878	1
4145	70	30	1
4146	70	1685	1
4147	70	272	1
4148	70	869	1
4149	70	1607	1
4150	70	290	1
4151	70	2594	1
4152	2697	878	1
4153	2122	2673	1
4154	2122	2544	1
4155	802	2427	1
4156	802	590	1
4157	1437	1522	1
4158	932	2427	1
4159	932	590	1
4160	2371	1522	1
4161	2371	73	1
4162	1750	1970	1
4163	1750	485	1
4164	1750	272	1
4165	1750	1924	1
4166	1750	2498	1
4167	1750	73	1
4168	1750	2594	1
4169	1750	80	1
4170	1501	2441	1
