	protein_sequence1	protein_sequence2	interaction
2777	2623	1381	1
2778	1013	1789	1
2779	1013	2266	1
2780	784	196	1
2781	784	2266	1
2782	425	1468	1
2783	425	2053	1
2784	2529	2650	1
2785	1905	1699	1
2786	662	1468	1
2787	377	2490	1
2788	1803	2650	1
2789	1970	2650	1
2790	1970	1468	1
2791	1970	227	1
2792	2012	1738	1
2793	825	550	1
2794	825	674	1
2795	825	1142	1
2796	1710	2611	1
2797	1710	2591	1
2798	1710	1468	1
2799	1710	1523	1
2800	117	297	1
2801	2732	1468	1
2802	2071	1468	1
2803	319	596	1
2804	629	1357	1
2805	2568	1699	1
2806	1807	1468	1
2807	861	1471	1
2808	64	1467	1
2809	64	1142	1
2810	1418	1699	1
2811	1061	1789	1
2812	1061	227	1
2813	1937	1523	1
2814	1918	2592	1
2815	1918	1113	1
2816	1918	2650	1
2817	1341	1320	1
2818	2723	1789	1
2819	1650	2053	1
2820	1082	1468	1
2821	1066	1471	1
2822	2248	550	1
2823	2173	1308	1
2824	2602	1523	1
2825	2602	1789	1
2826	878	2158	1
2827	92	1523	1
2828	1115	1523	1
2829	1260	1523	1
2830	961	1468	1
2831	961	1471	1
2832	2354	2558	1
2833	905	2053	1
2834	2348	2157	1
2835	1603	2053	1
2836	45	1836	1
2837	692	1357	1
2838	692	1789	1
2839	19	1523	1
2840	462	2283	1
2841	2644	1142	1
2842	2644	1467	1
2843	345	29	1
2844	345	1468	1
2845	1989	1877	1
2846	1217	1477	1
2847	1217	2185	1
2848	1217	389	1
2849	1217	2379	1
2850	1335	2165	1
2851	1335	2611	1
2852	1335	228	1
2853	1335	1468	1
2854	1335	2625	1
2855	1335	2650	1
2856	1860	2650	1
2857	147	1966	1
2858	1107	1468	1
2859	1107	227	1
2860	1942	2490	1
2861	168	1468	1
2862	168	1523	1
2863	2309	1699	1
2864	2035	1699	1
2865	1497	1113	1
2866	1497	1523	1
2867	1024	1523	1
2868	486	389	1
2869	2329	1468	1
2870	2329	2650	1
2871	927	1468	1
2872	872	1468	1
2873	993	2379	1
2874	993	1789	1
2875	1495	1292	1
2876	343	335	1
2877	343	187	1
2878	1967	1468	1
2879	1967	1357	1
2880	575	1789	1
2881	2704	1135	1
2882	2704	2189	1
2883	2704	242	1
2884	2704	1007	1
2885	2704	104	1
2886	1843	1699	1
2887	944	1928	1
2888	944	1268	1
2889	944	1225	1
2890	2081	2240	1
2891	247	145	1
2892	247	142	1
2893	247	596	1
2894	247	2053	1
2895	247	1543	1
2896	247	1602	1
2897	247	1699	1
2898	1743	1699	1
2899	2553	2008	1
2900	565	1699	1
2901	216	1146	1
2902	216	2008	1
2903	216	2433	1
2904	806	2008	1
2905	1243	2008	1
2906	1251	1906	1
2907	1251	1699	1
2908	1514	1699	1
2909	54	227	1
2910	716	1210	1
2911	1878	2463	1
2912	1878	1836	1
2913	1878	2260	1
2914	1878	1349	1
2915	1624	1789	1
2916	1624	1357	1
2917	1940	1357	1
2918	2310	1789	1
2919	678	1357	1
2920	678	1789	1
2921	641	1357	1
2922	1185	1699	1
2923	1185	1789	1
2924	1185	2283	1
2925	1185	120	1
2926	1185	1357	1
2927	706	1789	1
2928	2193	619	1
2929	1200	1468	1
2930	1200	1699	1
2931	1200	596	1
2932	111	1357	1
2933	7	2008	1
2934	1018	1357	1
2935	1660	1789	1
2936	2234	2019	1
2937	2234	1626	1
2938	1866	2379	1
2939	1002	2008	1
2940	1241	1357	1
2941	1241	1789	1
2942	2391	1357	1
2943	1076	1699	1
2944	1076	1459	1
2945	1645	1906	1
2946	1213	1220	1
2947	1213	1417	1
2948	1213	297	1
2949	1213	120	1
2950	1213	2283	1
2951	42	1471	1
2952	42	29	1
2953	42	1468	1
2954	481	2379	1
2955	481	1906	1
2956	481	389	1
2957	481	1471	1
2958	481	2008	1
2959	1514	1906	1
2960	1514	1699	1
2961	1415	2727	1
2962	1415	1831	1
2963	1415	428	1
2964	1415	1006	1
2965	1415	1196	1
2966	1415	550	1
2967	1415	1468	1
2968	1415	1861	1
2969	1415	2189	1
2970	1415	1207	1
2971	1415	1207	1
2972	1415	1207	1
2973	1415	1207	1
2974	1415	2673	1
2975	2706	2650	1
2976	631	1699	1
2977	631	1468	1
2978	2649	1468	1
2979	1581	596	1
2980	2300	389	1
2981	2300	894	1
2982	2300	1083	1
2983	2300	2605	1
2984	2300	228	1
2985	2300	2162	1
2986	2300	1545	1
2987	2300	2185	1
2988	2300	2493	1
2989	2300	1240	1
2990	2300	1662	1
2991	2300	2008	1
2992	1480	195	1
2993	1480	1468	1
2994	1215	1699	1
2995	2641	856	1
2996	2455	1699	1
2997	2613	1012	1
2998	2613	894	1
2999	2613	2379	1
3000	2613	2605	1
3001	2613	195	1
3002	2613	2650	1
3003	2613	2638	1
3004	2613	63	1
3005	2613	1662	1
3006	2613	1468	1
3007	1046	2008	1
3008	1745	389	1
3009	1745	2650	1
3010	101	389	1
3011	101	2650	1
3012	101	2493	1
3013	1960	1468	1
3014	1960	2650	1
3015	709	1142	1
3016	763	389	1
3017	763	2379	1
3018	763	228	1
3019	763	1468	1
3020	763	2185	1
3021	893	1468	1
3022	1119	389	1
3023	1119	2379	1
3024	1119	228	1
3025	1119	1468	1
3026	1119	2185	1
3027	1788	1459	1
3028	1788	1741	1
3029	2437	1471	1
3030	1675	1789	1
3031	1675	1357	1
3032	2243	596	1
3033	2712	1789	1
3034	2632	1699	1
3035	2632	596	1
3036	2632	292	1
3037	2632	690	1
3038	2632	1083	1
3039	2632	1543	1
3040	1926	596	1
3041	1926	2157	1
3042	1926	2431	1
3043	1926	1083	1
3044	1926	1320	1
3045	1926	1491	1
3046	1926	1117	1
3047	1926	690	1
3048	1926	1738	1
3049	1926	2570	1
3050	2118	242	1
3051	2118	2159	1
3052	2118	1007	1
3053	2118	2392	1
3054	2118	265	1
3055	2118	654	1
3056	2118	2189	1
3057	2118	104	1
3058	2118	976	1
3059	2118	1023	1
3060	2118	1711	1
3061	2118	1981	1
3062	2118	1925	1
3063	2118	898	1
3064	2539	2379	1
3065	2539	1468	1
3066	2562	1523	1
3067	2562	2650	1
3068	2569	2053	1
3069	2569	2379	1
3070	2569	1468	1
3071	867	850	1
3072	2063	389	1
3073	2063	2379	1
3074	2063	2095	1
3075	260	550	1
3076	601	389	1
3077	601	1523	1
3078	601	1471	1
3079	601	2379	1
3080	601	1468	1
3081	601	1357	1
3082	601	1301	1
3083	601	1447	1
3084	90	1165	1
3085	2378	389	1
3086	2378	1523	1
3087	2378	894	1
3088	2378	228	1
3089	2671	1468	1
3090	1754	389	1
3091	1754	2379	1
3092	1754	2650	1
3093	1586	1471	1
3094	1586	1699	1
3095	2267	2266	1
3096	1873	1699	1
3097	2599	1459	1
3098	515	1699	1
3099	908	2638	1
3100	908	1012	1
3101	908	2592	1
3102	908	2165	1
3103	908	1471	1
3104	908	2611	1
3105	908	894	1
3106	908	2379	1
3107	908	645	1
3108	908	88	1
3109	908	2605	1
3110	908	2669	1
3111	908	1022	1
3112	908	195	1
3113	908	2102	1
3114	908	1075	1
3115	908	2650	1
3116	908	227	1
3117	908	1545	1
3118	908	581	1
3119	908	2493	1
3120	908	1240	1
3121	908	2095	1
3122	908	29	1
3123	908	2625	1
3124	908	63	1
3125	908	2454	1
3126	908	1662	1
3127	908	745	1
3128	908	1468	1
3129	1271	596	1
3130	239	2379	1
3131	239	2008	1
3132	560	1459	1
3133	560	1468	1
3134	560	2650	1
3135	547	1142	1
3136	547	2004	1
3137	2730	2638	1
3138	2730	1012	1
3139	2730	2611	1
3140	2730	2379	1
3141	2730	1468	1
3142	2730	2650	1
3143	2730	227	1
3144	2730	1161	1
3145	2730	29	1
3146	2196	2681	1
3147	2196	1471	1
3148	2196	894	1
3149	2196	2379	1
3150	2196	645	1
3151	2196	2605	1
3152	2196	850	1
3153	2196	1468	1
3154	2196	581	1
3155	2196	2185	1
3156	2196	2095	1
3157	647	1789	1
3158	610	596	1
3159	610	690	1
3160	610	1738	1
3161	1735	596	1
3162	1735	2157	1
3163	1735	995	1
3164	1735	2431	1
3165	1735	1320	1
3166	1735	1491	1
3167	1735	690	1
3168	1735	1543	1
3169	1735	2570	1
3170	1735	1083	1
3171	576	2594	1
3172	576	1613	1
3173	576	2494	1
3174	576	1523	1
3175	380	1699	1
3176	1030	1455	1
3177	598	1468	1
3178	586	2638	1
3179	586	1012	1
3180	586	389	1
3181	586	2379	1
3182	586	1468	1
3183	586	227	1
3184	586	2040	1
3185	586	29	1
3186	1706	2008	1
3187	1123	2008	1
3188	1446	2650	1
3189	869	1357	1
3190	855	1471	1
3191	855	550	1
3192	2244	596	1
3193	2244	646	1
3194	2244	2157	1
3195	2244	995	1
3196	2244	2431	1
3197	2244	1083	1
3198	2244	1320	1
3199	2244	303	1
3200	2244	2570	1
3201	2244	1491	1
3202	2244	690	1
3203	1476	1142	1
3204	1476	1468	1
3205	1476	120	1
3206	2668	1471	1
3207	2668	1023	1
3208	2668	2650	1
3209	2414	335	1
3210	1274	389	1
3211	1274	1471	1
3212	1274	2379	1
3213	1274	1468	1
3214	1274	227	1
3215	1274	2185	1
3216	1717	1459	1
3217	1717	1699	1
3218	2097	2650	1
3219	2097	227	1
3220	1538	2095	1
3221	1714	1471	1
3222	2670	550	1
3223	1771	1134	1
3224	2281	149	1
3225	301	1468	1
3226	2085	2666	1
3227	2085	2013	1
3228	1719	389	1
3229	1719	1471	1
3230	1719	894	1
3231	1719	2379	1
3232	1719	645	1
3233	1719	1083	1
3234	1719	2605	1
3235	1719	228	1
3236	1719	850	1
3237	1719	2650	1
3238	1719	581	1
3239	1719	2095	1
3240	1719	246	1
3241	98	1468	1
3242	113	1836	1
3243	113	2494	1
3244	113	1613	1
3245	113	2135	1
3246	113	1468	1
3247	2134	2266	1
3248	2134	1798	1
3249	1775	1699	1
3250	2393	1789	1
3251	2393	1357	1
3252	2261	1523	1
3253	2468	389	1
3254	2468	894	1
3255	2468	1083	1
3256	2468	2605	1
3257	2468	228	1
3258	2468	2162	1
3259	2468	1545	1
3260	2468	2185	1
3261	2468	2493	1
3262	2468	1240	1
3263	2468	1662	1
3264	2468	1865	1
3265	2468	2008	1
3266	401	1210	1
3267	2149	1789	1
3268	1452	2008	1
3269	538	2008	1
3270	1055	2102	1
3271	1774	2102	1
3272	306	1523	1
3273	306	1459	1
3274	306	1035	1
3275	306	997	1
3276	1681	1738	1
3277	1681	2676	1
3278	1681	2212	1
3279	1681	2650	1
3280	2668	1471	1
3281	2668	1023	1
3282	2668	2650	1
3283	930	2060	1
3284	1990	1523	1
3285	1251	1699	1
3286	2530	1699	1
3287	2338	1142	1
3288	969	1468	1
3289	96	721	1
3290	890	524	1
3291	1978	389	1
3292	1978	2379	1
3293	1978	2650	1
3294	1978	227	1
3295	1093	1523	1
3296	136	1007	1
3297	136	1523	1
3298	453	2592	1
3299	453	2611	1
3300	453	1764	1
3301	453	88	1
3302	453	1023	1
3303	453	2650	1
3304	453	1545	1
3305	453	2493	1
3306	453	1087	1
3307	453	29	1
3308	453	2454	1
3309	453	1468	1
3310	623	1477	1
3311	623	2650	1
3312	623	1357	1
3313	2224	1468	1
3314	804	2209	1
3315	3	1468	1
3316	1949	2211	1
3317	198	1523	1
3318	2420	303	1
3319	2420	1207	1
3320	681	389	1
3321	681	1729	1
3322	681	1523	1
3323	681	1471	1
3324	681	894	1
3325	681	2379	1
3326	681	645	1
3327	681	2605	1
3328	681	850	1
3329	681	1468	1
3330	681	581	1
3331	11	1836	1
3332	11	1468	1
3333	2183	1376	1
3334	2183	1738	1
3335	2183	2592	1
3336	2183	2165	1
3337	2183	958	1
3338	2183	2379	1
3339	2183	228	1
3340	2183	1075	1
3341	2183	1545	1
3342	2183	2095	1
3343	2183	1789	1
3344	1291	894	1
3345	387	1523	1
3346	387	2053	1
3347	387	228	1
3348	2724	997	1
3349	18	1523	1
3350	18	1471	1
3351	18	2650	1
3352	18	1468	1
3353	545	1985	1
3354	177	227	1
3355	1922	512	1
3356	799	1729	1
3357	799	850	1
3358	2176	227	1
3359	1151	1357	1
3360	2526	2411	1
3361	2058	389	1
3362	2058	2102	1
3363	499	1545	1
3364	1419	596	1
3365	1100	1468	1
3366	1596	2558	1
3367	991	2594	1
3368	279	227	1
3369	530	1001	1
3370	1323	1022	1
3371	801	29	1
3372	2047	2592	1
3373	2289	1662	1
3374	2289	389	1
3375	2289	2102	1
3376	2289	2669	1
3377	2289	550	1
3378	1404	850	1
3379	2206	195	1
3380	2206	2040	1
3381	2206	1075	1
3382	2206	389	1
3383	2206	2592	1
3384	2206	2165	1
3385	2206	1171	1
3386	2206	1022	1
3387	2206	63	1
3388	2206	1087	1
3389	2206	29	1
3390	2206	1112	1
3391	2206	1471	1
3392	2206	2454	1
3393	2206	2102	1
3394	2206	2611	1
3395	2206	228	1
3396	2206	2379	1
3397	2206	1985	1
3398	2206	745	1
3399	2206	1966	1
3400	2206	88	1
3401	2206	1468	1
3402	2206	227	1
3403	2206	340	1
3404	2100	1523	1
3405	1453	1075	1
3406	1453	2592	1
3407	1453	2165	1
3408	1453	2669	1
3409	1453	2650	1
3410	886	1468	1
3411	103	550	1
3412	2436	1468	1
3413	441	1468	1
3414	226	227	1
3415	2674	2454	1
3416	2634	1523	1
3417	2634	850	1
3418	2634	894	1
3419	2634	2379	1
3420	2634	2605	1
3421	2469	1142	1
3422	2469	1471	1
3423	2469	1467	1
3424	950	1523	1
3425	2049	303	1
3426	82	1001	1
3427	372	2493	1
3428	372	1662	1
3429	372	389	1
3430	372	1240	1
3431	372	1523	1
3432	372	228	1
3433	372	894	1
3434	372	2185	1
3435	372	2008	1
3436	372	1083	1
3437	372	2605	1
3438	372	2162	1
3439	372	1545	1
3440	139	524	1
3441	52	550	1
3442	1882	1296	1
3443	1625	1471	1
3444	2491	1459	1
3445	2422	1789	1
3446	2422	2379	1
3447	2422	1357	1
3448	1516	674	1
3449	1516	1142	1
3450	2697	1523	1
3451	1584	1207	1
3452	1584	1471	1
3453	1584	1142	1
3454	1584	303	1
3455	1584	1468	1
3456	2003	1459	1
3457	38	1471	1
3458	1678	550	1
3459	2626	1022	1
3460	2366	1459	1
3461	2366	1789	1
3462	2366	1357	1
3463	1620	1357	1
3464	487	2053	1
3465	219	460	1
3466	219	2346	1
3467	2543	1471	1
3468	302	894	1
3469	302	2379	1
3470	302	645	1
3471	302	2605	1
3472	1141	1523	1
3473	2711	1789	1
3474	2711	1357	1
3475	1172	1142	1
3476	1172	1467	1
3477	2728	512	1
3478	160	894	1
3479	160	1468	1
3480	160	1292	1
3481	1944	1789	1
3482	777	2207	1
3483	777	1207	1
3484	777	1523	1
3485	1652	1357	1
3486	65	1471	1
3487	2205	1134	1
3488	1567	550	1
3489	2423	1142	1
3490	2423	550	1
3491	2423	1467	1
3492	79	1906	1
3493	238	1836	1
3494	1122	2053	1
3495	262	1471	1
3496	839	1911	1
3497	1875	1523	1
3498	1875	1468	1
3499	1875	1357	1
3500	791	2095	1
3501	791	2379	1
3502	1511	1789	1
3503	624	1523	1
3504	1277	1738	1
3505	1277	1085	1
3506	1277	1561	1
3507	1154	1207	1
3508	1154	1207	1
3509	1154	1207	1
3510	1154	1207	1
3511	1814	550	1
3512	669	1789	1
3513	2315	227	1
3514	974	1789	1
3515	1690	1729	1
3516	727	1207	1
3517	727	303	1
3518	376	1001	1
3519	2120	2411	1
3520	2120	1789	1
3521	1701	1523	1
3522	26	2411	1
3523	988	2669	1
3524	1481	2053	1
3525	759	1468	1
3526	2133	1699	1
3527	154	1001	1
3528	2033	1468	1
3529	1844	596	1
3530	197	2379	1
3531	1872	63	1
3532	1872	1142	1
3533	1872	2004	1
3534	1872	2669	1
3535	1872	894	1
3536	1872	2379	1
3537	1872	645	1
3538	1872	227	1
3539	1872	2605	1
3540	1872	1467	1
3541	1872	581	1
3542	1845	2454	1
3543	1805	2650	1
3544	1805	1523	1
3545	1805	1468	1
3546	158	1459	1
3547	1304	389	1
3548	1304	1471	1
3549	1304	228	1
3550	1304	894	1
3551	2214	1468	1
3552	1478	2283	1
3553	1478	120	1
3554	1478	2158	1
3555	1478	512	1
3556	1483	1789	1
3557	1483	1357	1
3558	510	1085	1
3559	510	524	1
3560	510	363	1
3561	510	1477	1
3562	510	2379	1
3563	510	1009	1
3564	510	1210	1
3565	492	1468	1
3566	1325	1699	1
3567	1696	1471	1
3568	962	1210	1
3569	1108	1296	1
3570	1962	1468	1
3571	1556	524	1
3572	2708	1471	1
3573	1796	1468	1
3574	2586	1523	1
3575	687	1085	1
3576	687	1210	1
3577	687	1456	1
3578	2701	2650	1
3579	2701	2650	1
3580	2701	1523	1
3581	2701	596	1
3582	2128	1699	1
3583	626	1523	1
3584	169	1085	1
3585	169	2379	1
3586	169	1561	1
3587	2175	1523	1
3588	1327	550	1
3589	1479	1699	1
3590	2349	1699	1
3591	970	1699	1
3592	2461	550	1
3593	1797	2650	1
3594	1797	1468	1
3595	1797	2185	1
3596	1797	550	1
3597	876	1985	1
3598	2006	1523	1
3599	1897	2053	1
3600	309	389	1
3601	732	1210	1
3602	1186	1471	1
3603	1378	1789	1
3604	1378	1357	1
3605	2510	674	1
3606	2510	1142	1
3607	764	1789	1
3608	334	1210	1
3609	1575	2638	1
3610	1575	1012	1
3611	1575	1112	1
3612	1575	1789	1
3613	355	1142	1
3614	355	1467	1
3615	2362	1142	1
3616	2362	1467	1
3617	417	1699	1
3618	1659	2155	1
3619	1659	1085	1
3620	1659	1210	1
3621	2725	2379	1
3622	1164	1468	1
3623	1920	1471	1
3624	100	1734	1
3625	827	1836	1
3626	827	1523	1
3627	827	1819	1
3628	827	2669	1
3629	827	550	1
3630	1855	120	1
3631	1716	1142	1
3632	1716	1467	1
3633	1664	2053	1
3634	564	1734	1
3635	564	618	1
3636	2298	1699	1
3637	2298	1468	1
3638	502	1142	1
3639	502	1467	1
3640	986	2155	1
3641	986	1210	1
3642	438	1142	1
3643	438	1467	1
3644	675	1906	1
3645	675	1196	1
3646	330	1022	1
3647	548	1523	1
3648	2556	1523	1
3649	2389	1207	1
3650	2389	1001	1
3651	2389	303	1
3652	241	596	1
3653	241	690	1
3654	2714	1259	1
3655	2714	1142	1
3656	2714	674	1
3657	864	1142	1
3658	864	1467	1
3659	215	1523	1
3660	2430	1171	1
3661	1015	550	1
3662	2110	1738	1
3663	162	368	1
3664	162	1459	1
3665	162	1789	1
3666	184	1134	1
3667	161	1471	1
3668	1364	1468	1
3669	2272	1468	1
3670	1262	1468	1
3671	1269	389	1
3672	1269	850	1
3673	1269	228	1
3674	1269	894	1
3675	1269	1468	1
3676	1269	2379	1
3677	1269	2605	1
3678	1269	1357	1
3679	1608	1523	1
3680	445	1471	1
3681	566	1001	1
3682	1367	512	1
3683	1406	2060	1
3684	2171	1471	1
3685	2171	227	1
3686	637	1789	1
3687	750	1523	1
3688	420	1134	1
3689	2295	2379	1
3690	57	1523	1
3691	2068	1471	1
3692	1683	1468	1
3693	2387	389	1
3694	2387	2650	1
3695	2387	2185	1
3696	1951	2060	1
3697	1951	1196	1
3698	193	2454	1
3699	463	244	1
3700	2016	1789	1
3701	2385	195	1
3702	2385	894	1
3703	2385	2379	1
3704	987	29	1
3705	987	1699	1
3706	987	2611	1
3707	987	1468	1
3708	1590	244	1
3709	2628	850	1
3710	711	2650	1
3711	711	1523	1
3712	711	1468	1
3713	2138	2611	1
3714	2221	1523	1
3715	2221	1468	1
3716	1053	389	1
3717	2208	1789	1
3718	525	1471	1
3719	525	2669	1
3720	278	2454	1
3721	278	227	1
3722	1605	550	1
3723	1289	1836	1
3724	1289	1981	1
3725	1289	1523	1
3726	1289	2611	1
3727	1289	140	1
3728	597	1523	1
3729	1428	805	1
3730	1428	1523	1
3731	1428	721	1
3732	1428	573	1
3733	1428	1135	1
3734	1428	140	1
3735	33	1357	1
3736	429	1523	1
3737	429	2379	1
3738	523	1142	1
3739	523	1467	1
3740	48	1699	1
3741	957	391	1
3742	957	1088	1
3743	957	898	1
3744	957	1196	1
3745	957	104	1
3746	957	233	1
3747	957	2190	1
3748	1044	2650	1
3749	1044	1471	1
3750	1044	2454	1
3751	1044	850	1
3752	1044	894	1
3753	1044	227	1
3754	1282	1836	1
3755	1282	2650	1
3756	2287	1320	1
3757	2472	1699	1
3758	2096	850	1
3759	2096	894	1
3760	2096	2379	1
3761	630	1001	1
3762	1311	1836	1
3763	1311	1523	1
3764	1311	1819	1
3765	1956	2549	1
3766	1956	1059	1
3767	937	2454	1
3768	937	850	1
3769	2330	1468	1
3770	2291	2498	1
3771	370	533	1
3772	370	1723	1
3773	370	1471	1
3774	370	747	1
3775	1073	1471	1
3776	70	573	1
3777	1700	1113	1
3778	1700	1146	1
3779	1700	1523	1
3780	1700	1819	1
3781	1700	550	1
3782	1482	1477	1
3783	1482	1085	1
3784	1482	1210	1
3785	465	2040	1
3786	465	2669	1
3787	465	227	1
3788	1908	1836	1
3789	1908	1738	1
3790	1908	1259	1
3791	1908	1468	1
3792	1908	550	1
3793	1534	1207	1
3794	1534	1207	1
3795	1534	1207	1
3796	1534	1207	1
3797	1534	303	1
3798	1534	299	1
3799	1534	550	1
3800	1532	512	1
3801	1532	1085	1
3802	1532	1210	1
3803	1532	1561	1
3804	477	2493	1
3805	477	1662	1
3806	477	389	1
3807	477	2162	1
3808	477	1240	1
3809	477	1523	1
3810	477	228	1
3811	477	894	1
3812	477	2185	1
3813	477	2008	1
3814	477	1083	1
3815	477	2605	1
3816	477	1545	1
3817	2497	1662	1
3818	2497	389	1
3819	2497	1523	1
3820	2497	1471	1
3821	2497	228	1
3822	2497	894	1
3823	2497	2008	1
3824	1934	1699	1
3825	915	1459	1
3826	915	1699	1
3827	2530	1699	1
3828	605	1468	1
3829	1363	1836	1
3830	1363	2669	1
3831	1892	1628	1
3832	1892	550	1
3833	1963	228	1
3834	561	1207	1
3835	561	1207	1
3836	561	1207	1
3837	561	1207	1
3838	342	389	1
3839	342	2185	1
3840	2247	596	1
3841	1670	1789	1
3842	1670	1357	1
3843	426	596	1
3844	1520	2053	1
3845	672	1523	1
3846	672	228	1
3847	2104	1468	1
3848	305	1001	1
3849	305	1468	1
3850	954	596	1
3851	25	1468	1
3852	2639	1699	1
3853	435	2379	1
3854	1118	228	1
3855	1398	1113	1
3856	1190	1477	1
3857	1190	1210	1
3858	1679	228	1
3859	2059	1738	1
3860	972	1468	1
3861	668	1471	1
3862	2419	1468	1
3863	1782	2574	1
3864	1360	2650	1
3865	1211	1468	1
3866	1704	1468	1
3867	1124	1171	1
3868	1124	1357	1
3869	505	596	1
3870	776	524	1
3871	718	1517	1
3872	2352	1471	1
3873	1856	1699	1
3874	532	1523	1
3875	1010	524	1
3876	1691	1699	1
3877	1997	910	1
3878	642	1471	1
3879	208	898	1
3880	208	1468	1
3881	208	227	1
3882	1421	1966	1
3883	1377	2053	1
3884	1992	1023	1
3885	1992	228	1
3886	1992	2164	1
3887	91	1523	1
3888	2251	524	1
3889	1839	2053	1
3890	423	2466	1
3891	493	1468	1
3892	824	1836	1
3893	230	1471	1
3894	1674	1523	1
3895	148	1471	1
3896	148	2669	1
3897	2103	1523	1
3898	1462	1468	1
3899	1462	1985	1
3900	1515	1459	1
3901	1515	1523	1
3902	985	1459	1
3903	1025	2155	1
3904	1025	1456	1
3905	683	2379	1
3906	1279	2524	1
3907	1521	1699	1
3908	2601	1468	1
3909	320	1207	1
3910	320	1207	1
3911	320	1207	1
3912	320	1207	1
3913	320	596	1
3914	1786	2411	1
3915	354	2025	1
3916	77	1523	1
3917	1438	2493	1
3918	1438	1662	1
3919	1438	389	1
3920	1438	2162	1
3921	1438	1240	1
3922	1438	1523	1
3923	1438	228	1
3924	1438	894	1
3925	1438	2185	1
3926	1438	2008	1
3927	1438	1083	1
3928	1438	2605	1
3929	1438	1545	1
3930	1869	1523	1
3931	1869	1357	1
3932	1571	1113	1
3933	1571	1523	1
3934	2219	550	1
3935	2217	227	1
3936	2555	2155	1
3937	2555	1456	1
3938	956	1523	1
3939	2617	1357	1
3940	1641	1764	1
3941	900	512	1
3942	569	550	1
3943	2557	1789	1
3944	1876	2053	1
3945	2373	63	1
3946	2373	1523	1
3947	1490	1001	1
3948	2484	581	1
3949	1094	1159	1
3950	2636	1471	1
3951	73	1523	1
3952	593	851	1
3953	593	1052	1
3954	593	1831	1
3955	593	2673	1
3956	593	805	1
3957	593	2325	1
3958	1666	1699	1
3959	2478	1523	1
3960	118	1357	1
3961	446	1699	1
3962	2106	389	1
3963	2355	2454	1
3964	1431	2411	1
3965	1431	1142	1
3966	1431	1468	1
3967	1056	1166	1
3968	105	2558	1
3969	289	1523	1
3970	1340	524	1
3971	1305	1471	1
3972	1617	1523	1
3973	2446	1471	1
3974	802	1523	1
3975	506	1468	1
3976	2397	817	1
3977	803	1085	1
3978	803	1210	1
3979	803	1561	1
3980	2311	1523	1
3981	570	1699	1
3982	2036	1523	1
3983	2036	1471	1
3984	1321	1789	1
3985	439	1699	1
3986	1435	1135	1
3987	1435	1135	1
3988	375	1523	1
3989	2364	2454	1
3990	2364	1468	1
3991	1307	1357	1
3992	1385	1523	1
3993	1143	1142	1
3994	1143	2004	1
3995	1143	850	1
3996	1143	1467	1
3997	1767	1789	1
3998	1767	1468	1
3999	2312	1207	1
4000	2312	303	1
4001	2312	1468	1
4002	2242	389	1
4003	2242	2650	1
4004	2242	1699	1
4005	2242	1523	1
4006	2242	1468	1
4007	1587	1001	1
4008	1347	2053	1
4009	1347	1468	1
4010	80	646	1
4011	224	1142	1
4012	224	1467	1
4013	735	2185	1
4014	2285	1789	1
4015	382	2095	1
4016	382	2650	1
4017	382	1471	1
4018	382	228	1
4019	382	894	1
4020	382	2379	1
4021	382	645	1
4022	382	2605	1
4023	382	1545	1
4024	382	581	1
4025	2142	1523	1
4026	2142	1471	1
4027	2142	1083	1
4028	2140	812	1
4029	2127	1468	1
4030	379	2048	1
4031	379	910	1
4032	379	812	1
4033	379	1459	1
4034	379	460	1
4035	379	1966	1
4036	379	1357	1
4037	2150	1112	1
4038	2150	1468	1
4039	1396	1738	1
4040	2326	1220	1
4041	2326	1459	1
4042	2326	550	1
4043	1393	1662	1
4044	1393	389	1
4045	1393	1523	1
4046	1393	1471	1
4047	1393	228	1
4048	1393	894	1
4049	1393	2008	1
4050	788	2493	1
4051	788	1662	1
4052	788	389	1
4053	788	2162	1
4054	788	1240	1
4055	788	1545	1
4056	788	228	1
4057	788	894	1
4058	788	2185	1
4059	788	2008	1
4060	788	1083	1
4061	788	2605	1
4062	1592	1662	1
4063	1592	389	1
4064	1592	1523	1
4065	1592	1471	1
4066	1592	228	1
4067	1592	894	1
4068	1592	2008	1
4069	2168	1662	1
4070	2168	389	1
4071	2168	1523	1
4072	2168	1471	1
4073	2168	228	1
4074	2168	894	1
4075	2168	2008	1
4076	2401	1699	1
4077	2401	524	1
4078	2631	721	1
4079	2631	1196	1
4080	2262	1142	1
4081	2262	1789	1
4082	2262	1467	1
4083	2535	2650	1
4084	2535	1468	1
4085	2146	1523	1
4086	1069	2650	1
4087	419	195	1
4088	419	2040	1
4089	419	2095	1
4090	419	1662	1
4091	419	1075	1
4092	419	389	1
4093	419	2592	1
4094	419	2165	1
4095	419	1022	1
4096	419	63	1
4097	419	1087	1
4098	419	29	1
4099	419	1112	1
4100	419	1471	1
4101	419	2454	1
4102	419	2102	1
4103	419	2611	1
4104	419	1545	1
4105	419	228	1
4106	419	2669	1
4107	419	1468	1
4108	419	1985	1
4109	419	745	1
4110	419	227	1
4111	419	1966	1
4112	419	88	1
4113	419	340	1
4114	965	389	1
4115	965	1471	1
4116	767	1468	1
4117	1221	1468	1
4118	1772	550	1
4119	2567	1308	1
4120	2567	120	1
4121	127	1699	1
4122	127	1468	1
