	protein_sequence1	protein_sequence2	interaction
2829	1636	826	1
2830	2249	2553	1
2831	2249	1984	1
2832	1063	713	1
2833	2348	2487	1
2834	451	858	1
2835	2657	2487	1
2836	1124	1646	1
2837	178	48	1
2838	178	2226	1
2839	90	826	1
2840	2631	1788	1
2841	26	2047	1
2842	26	677	1
2843	1480	1337	1
2844	1480	2553	1
2845	357	422	1
2846	1490	333	1
2847	1490	1841	1
2848	1490	1365	1
2849	1490	1229	1
2850	2074	525	1
2851	2074	2391	1
2852	2074	711	1
2853	2074	2553	1
2854	2074	1449	1
2855	2074	683	1
2856	1135	683	1
2857	2694	1293	1
2858	2572	2553	1
2859	2572	742	1
2860	1286	1743	1
2861	2119	2553	1
2862	2119	826	1
2863	748	60	1
2864	1673	60	1
2865	293	2220	1
2866	293	826	1
2867	635	826	1
2868	1039	1365	1
2869	2363	2553	1
2870	2363	683	1
2871	2013	2553	1
2872	1056	2553	1
2873	1998	1229	1
2874	1998	2226	1
2875	106	973	1
2876	369	555	1
2877	369	1466	1
2878	1880	2553	1
2879	1880	48	1
2880	881	2226	1
2881	2376	1256	1
2882	2376	1831	1
2883	2376	2251	1
2884	2376	1511	1
2885	2376	1633	1
2886	793	60	1
2887	29	2653	1
2888	29	1947	1
2889	29	2736	1
2890	2021	2583	1
2891	1845	983	1
2892	1845	2248	1
2893	1845	383	1
2894	1845	2487	1
2895	1845	1669	1
2896	1845	632	1
2897	1845	60	1
2898	1884	60	1
2899	2522	1061	1
2900	1190	60	1
2901	368	658	1
2902	368	1061	1
2903	368	192	1
2904	2107	1061	1
2905	1639	1061	1
2906	1838	423	1
2907	1838	60	1
2908	887	60	1
2909	2102	742	1
2910	660	1234	1
2911	835	241	1
2912	835	1646	1
2913	835	2312	1
2914	835	2059	1
2915	92	2226	1
2916	92	48	1
2917	2209	48	1
2918	2574	2226	1
2919	1069	48	1
2920	1069	2226	1
2921	1300	48	1
2922	2085	60	1
2923	2085	2226	1
2924	2085	1788	1
2925	2085	100	1
2926	2085	48	1
2927	831	2226	1
2928	2233	1403	1
2929	2298	2553	1
2930	2298	60	1
2931	2298	383	1
2932	243	48	1
2933	1223	1061	1
2934	1685	48	1
2935	405	2226	1
2936	189	1447	1
2937	189	297	1
2938	1206	1229	1
2939	796	1061	1
2940	1111	48	1
2941	1111	2226	1
2942	535	48	1
2943	1716	60	1
2944	1716	291	1
2945	1507	423	1
2946	107	1711	1
2947	107	2644	1
2948	107	2104	1
2949	107	100	1
2950	107	1788	1
2951	2108	1984	1
2952	2108	1337	1
2953	2108	2553	1
2954	1068	1229	1
2955	1068	423	1
2956	1068	1365	1
2957	1068	1984	1
2958	1068	1061	1
2959	887	423	1
2960	887	60	1
2961	1209	823	1
2962	1209	1085	1
2963	1209	625	1
2964	1209	2289	1
2965	1209	1395	1
2966	1209	1171	1
2967	1209	2553	1
2968	1209	2584	1
2969	1209	1831	1
2970	1209	617	1
2971	1209	617	1
2972	1209	617	1
2973	1209	617	1
2974	1209	774	1
2975	1189	683	1
2976	2708	60	1
2977	2708	2553	1
2978	129	2553	1
2979	522	383	1
2980	1780	1365	1
2981	1780	456	1
2982	1780	1779	1
2983	1780	603	1
2984	1780	711	1
2985	1780	935	1
2986	1780	277	1
2987	1780	1841	1
2988	1780	186	1
2989	1780	2392	1
2990	1780	2302	1
2991	1780	1061	1
2992	498	386	1
2993	498	2553	1
2994	2524	60	1
2995	1200	2701	1
2996	2638	60	1
2997	111	2588	1
2998	111	456	1
2999	111	1229	1
3000	111	603	1
3001	111	386	1
3002	111	683	1
3003	111	425	1
3004	111	1285	1
3005	111	2302	1
3006	111	2553	1
3007	2279	1061	1
3008	77	1365	1
3009	77	683	1
3010	2202	1365	1
3011	2202	683	1
3012	2202	186	1
3013	572	2553	1
3014	572	683	1
3015	1843	2047	1
3016	1976	1365	1
3017	1976	1229	1
3018	1976	711	1
3019	1976	2553	1
3020	1976	1841	1
3021	2656	2553	1
3022	2364	1365	1
3023	2364	1229	1
3024	2364	711	1
3025	2364	2553	1
3026	2364	1841	1
3027	1521	291	1
3028	1521	2528	1
3029	663	1984	1
3030	2611	2226	1
3031	2611	48	1
3032	2473	383	1
3033	1707	2226	1
3034	2319	60	1
3035	2319	383	1
3036	2319	1594	1
3037	2319	1261	1
3038	2319	1779	1
3039	2319	1669	1
3040	199	383	1
3041	199	858	1
3042	199	2517	1
3043	199	1779	1
3044	199	1789	1
3045	199	1714	1
3046	199	83	1
3047	199	1261	1
3048	199	1559	1
3049	199	1983	1
3050	1619	2251	1
3051	1619	248	1
3052	1619	1511	1
3053	1619	98	1
3054	1619	332	1
3055	1619	2454	1
3056	1619	1831	1
3057	1619	1633	1
3058	1619	261	1
3059	1619	2737	1
3060	1619	1792	1
3061	1619	1692	1
3062	1619	2627	1
3063	1619	116	1
3064	1720	1229	1
3065	1720	2553	1
3066	2089	826	1
3067	2089	683	1
3068	1904	2487	1
3069	1904	1229	1
3070	1904	2553	1
3071	644	2052	1
3072	429	1365	1
3073	429	1229	1
3074	429	1682	1
3075	886	1171	1
3076	160	1365	1
3077	160	826	1
3078	160	1984	1
3079	160	1229	1
3080	160	2553	1
3081	160	48	1
3082	160	496	1
3083	160	2408	1
3084	179	1917	1
3085	225	1365	1
3086	225	826	1
3087	225	456	1
3088	225	711	1
3089	2095	2553	1
3090	154	1365	1
3091	154	1229	1
3092	154	683	1
3093	1733	1984	1
3094	1733	60	1
3095	2547	2637	1
3096	1607	60	1
3097	849	291	1
3098	118	60	1
3099	876	425	1
3100	876	2588	1
3101	876	1312	1
3102	876	525	1
3103	876	1984	1
3104	876	2391	1
3105	876	456	1
3106	876	1229	1
3107	876	45	1
3108	876	1522	1
3109	876	603	1
3110	876	477	1
3111	876	1232	1
3112	876	386	1
3113	876	1333	1
3114	876	2093	1
3115	876	683	1
3116	876	742	1
3117	876	277	1
3118	876	1798	1
3119	876	186	1
3120	876	2392	1
3121	876	1682	1
3122	876	1337	1
3123	876	1449	1
3124	876	1285	1
3125	876	355	1
3126	876	2302	1
3127	876	226	1
3128	876	2553	1
3129	2264	383	1
3130	1432	1229	1
3131	1432	1061	1
3132	1916	291	1
3133	1916	2553	1
3134	1916	683	1
3135	520	2047	1
3136	520	336	1
3137	2028	425	1
3138	2028	2588	1
3139	2028	2391	1
3140	2028	1229	1
3141	2028	2553	1
3142	2028	683	1
3143	2028	742	1
3144	2028	687	1
3145	2028	1337	1
3146	2648	2099	1
3147	2648	1984	1
3148	2648	456	1
3149	2648	1229	1
3150	2648	45	1
3151	2648	603	1
3152	2648	2052	1
3153	2648	2553	1
3154	2648	1798	1
3155	2648	1841	1
3156	2648	1682	1
3157	387	2226	1
3158	222	383	1
3159	222	1261	1
3160	222	1559	1
3161	375	383	1
3162	375	858	1
3163	375	1138	1
3164	375	2517	1
3165	375	1789	1
3166	375	1714	1
3167	375	1261	1
3168	375	1669	1
3169	375	1983	1
3170	375	1779	1
3171	1182	2076	1
3172	1182	574	1
3173	1182	2216	1
3174	1182	826	1
3175	2709	60	1
3176	1732	1918	1
3177	584	2553	1
3178	1080	425	1
3179	1080	2588	1
3180	1080	1365	1
3181	1080	1229	1
3182	1080	2553	1
3183	1080	742	1
3184	1080	1484	1
3185	1080	1337	1
3186	1782	1061	1
3187	673	1061	1
3188	2561	683	1
3189	288	48	1
3190	1099	1984	1
3191	1099	1171	1
3192	1878	383	1
3193	1878	1761	1
3194	1878	858	1
3195	1878	1138	1
3196	1878	2517	1
3197	1878	1779	1
3198	1878	1789	1
3199	1878	1122	1
3200	1878	1983	1
3201	1878	1714	1
3202	1878	1261	1
3203	447	2047	1
3204	447	2553	1
3205	447	100	1
3206	1630	1984	1
3207	1630	2737	1
3208	1630	683	1
3209	2489	555	1
3210	1123	1365	1
3211	1123	1984	1
3212	1123	1229	1
3213	1123	2553	1
3214	1123	742	1
3215	1123	1841	1
3216	404	291	1
3217	404	60	1
3218	646	683	1
3219	646	742	1
3220	2270	1682	1
3221	595	1984	1
3222	712	1171	1
3223	2326	1078	1
3224	530	708	1
3225	256	2553	1
3226	2499	800	1
3227	2499	791	1
3228	1848	1365	1
3229	1848	1984	1
3230	1848	456	1
3231	1848	1229	1
3232	1848	45	1
3233	1848	1779	1
3234	1848	603	1
3235	1848	711	1
3236	1848	2052	1
3237	1848	683	1
3238	1848	1798	1
3239	1848	1682	1
3240	1848	1033	1
3241	76	2553	1
3242	1776	1646	1
3243	1776	2216	1
3244	1776	574	1
3245	1776	1015	1
3246	1776	2553	1
3247	1175	2637	1
3248	1175	1827	1
3249	1602	60	1
3250	2703	2226	1
3251	2703	48	1
3252	1296	826	1
3253	2032	1365	1
3254	2032	456	1
3255	2032	1779	1
3256	2032	603	1
3257	2032	711	1
3258	2032	935	1
3259	2032	277	1
3260	2032	1841	1
3261	2032	186	1
3262	2032	2392	1
3263	2032	2302	1
3264	2032	2647	1
3265	2032	1061	1
3266	2154	1234	1
3267	1222	2226	1
3268	590	1061	1
3269	2550	1061	1
3270	2469	1333	1
3271	786	1333	1
3272	177	826	1
3273	177	291	1
3274	177	1621	1
3275	177	2165	1
3276	1930	1559	1
3277	1930	586	1
3278	1930	993	1
3279	1930	683	1
3280	1630	1984	1
3281	1630	2737	1
3282	1630	683	1
3283	1851	2206	1
3284	717	826	1
3285	1838	60	1
3286	2658	60	1
3287	1399	2047	1
3288	2191	2553	1
3289	1739	526	1
3290	2124	2671	1
3291	2004	1365	1
3292	2004	1229	1
3293	2004	683	1
3294	2004	742	1
3295	2373	826	1
3296	714	1511	1
3297	714	826	1
3298	50	1312	1
3299	50	2391	1
3300	50	128	1
3301	50	1522	1
3302	50	2737	1
3303	50	683	1
3304	50	277	1
3305	50	186	1
3306	50	2537	1
3307	50	1337	1
3308	50	355	1
3309	50	2553	1
3310	855	333	1
3311	855	683	1
3312	855	48	1
3313	816	2553	1
3314	1083	2131	1
3315	486	2553	1
3316	772	2594	1
3317	228	826	1
3318	1316	1122	1
3319	1316	617	1
3320	2652	1365	1
3321	2652	2502	1
3322	2652	826	1
3323	2652	1984	1
3324	2652	456	1
3325	2652	1229	1
3326	2652	45	1
3327	2652	603	1
3328	2652	2052	1
3329	2652	2553	1
3330	2652	1798	1
3331	1922	1646	1
3332	1922	2553	1
3333	1815	1650	1
3334	1815	1559	1
3335	1815	1312	1
3336	1815	525	1
3337	1815	2436	1
3338	1815	1229	1
3339	1815	711	1
3340	1815	2093	1
3341	1815	277	1
3342	1815	1682	1
3343	1815	2226	1
3344	147	456	1
3345	2144	826	1
3346	2144	2487	1
3347	2144	711	1
3348	733	2165	1
3349	684	826	1
3350	684	1984	1
3351	684	683	1
3352	684	2553	1
3353	954	2148	1
3354	596	742	1
3355	1816	2495	1
3356	948	2502	1
3357	948	2052	1
3358	2299	742	1
3359	1320	48	1
3360	994	2313	1
3361	1216	1365	1
3362	1216	1333	1
3363	2526	277	1
3364	1460	383	1
3365	580	2553	1
3366	1242	713	1
3367	724	2076	1
3368	4	742	1
3369	361	1101	1
3370	1929	1232	1
3371	2412	1337	1
3372	1553	1312	1
3373	93	2302	1
3374	93	1365	1
3375	93	1333	1
3376	93	477	1
3377	93	1171	1
3378	364	2052	1
3379	1091	386	1
3380	1091	1484	1
3381	1091	2093	1
3382	1091	1365	1
3383	1091	1312	1
3384	1091	525	1
3385	1091	2147	1
3386	1091	1232	1
3387	1091	1285	1
3388	1091	2537	1
3389	1091	1337	1
3390	1091	1079	1
3391	1091	1984	1
3392	1091	355	1
3393	1091	1333	1
3394	1091	2391	1
3395	1091	711	1
3396	1091	1229	1
3397	1091	2148	1
3398	1091	226	1
3399	1091	1293	1
3400	1091	1522	1
3401	1091	2553	1
3402	1091	742	1
3403	1091	2435	1
3404	2421	826	1
3405	732	2093	1
3406	732	1312	1
3407	732	525	1
3408	732	477	1
3409	732	683	1
3410	1244	2553	1
3411	2273	1171	1
3412	2283	2553	1
3413	622	2553	1
3414	2375	742	1
3415	2142	355	1
3416	1697	826	1
3417	1697	2052	1
3418	1697	456	1
3419	1697	1229	1
3420	1697	603	1
3421	1538	2047	1
3422	1538	1984	1
3423	1538	677	1
3424	2651	826	1
3425	1701	1122	1
3426	2676	1101	1
3427	1938	186	1
3428	1938	2302	1
3429	1938	1365	1
3430	1938	2392	1
3431	1938	826	1
3432	1938	711	1
3433	1938	456	1
3434	1938	1841	1
3435	1938	1061	1
3436	1938	1779	1
3437	1938	603	1
3438	1938	935	1
3439	1938	277	1
3440	1302	2671	1
3441	2429	1171	1
3442	2449	2037	1
3443	787	1984	1
3444	2598	291	1
3445	167	2226	1
3446	167	1229	1
3447	167	48	1
3448	17	1402	1
3449	17	2047	1
3450	1301	826	1
3451	1963	617	1
3452	1963	1984	1
3453	1963	2047	1
3454	1963	1122	1
3455	1963	2553	1
3456	217	291	1
3457	1319	1984	1
3458	700	1171	1
3459	2589	1232	1
3460	1544	291	1
3461	1544	2226	1
3462	1544	48	1
3463	1249	48	1
3464	1563	2487	1
3465	1327	1042	1
3466	1327	255	1
3467	1937	1984	1
3468	1297	456	1
3469	1297	1229	1
3470	1297	45	1
3471	1297	603	1
3472	892	826	1
3473	2531	2226	1
3474	2531	48	1
3475	2061	2047	1
3476	2061	677	1
3477	123	2495	1
3478	1570	456	1
3479	1570	2553	1
3480	1570	973	1
3481	1699	2226	1
3482	55	1071	1
3483	55	617	1
3484	55	826	1
3485	174	48	1
3486	2480	1984	1
3487	559	1078	1
3488	639	1171	1
3489	325	2047	1
3490	325	1171	1
3491	325	677	1
3492	589	423	1
3493	1330	1646	1
3494	1546	2487	1
3495	142	1984	1
3496	1993	40	1
3497	81	826	1
3498	81	2553	1
3499	81	48	1
3500	905	1682	1
3501	905	1229	1
3502	320	2226	1
3503	2507	826	1
3504	63	1559	1
3505	63	1427	1
3506	63	2511	1
3507	541	617	1
3508	541	617	1
3509	541	617	1
3510	541	617	1
3511	878	1171	1
3512	1443	2226	1
3513	2477	742	1
3514	1973	2226	1
3515	346	2502	1
3516	2169	617	1
3517	2169	1122	1
3518	2100	1101	1
3519	893	2313	1
3520	893	2226	1
3521	1340	826	1
3522	867	2313	1
3523	1428	477	1
3524	233	2487	1
3525	1859	2553	1
3526	2235	60	1
3527	452	1101	1
3528	2602	2553	1
3529	1870	383	1
3530	162	1229	1
3531	561	1285	1
3532	561	2047	1
3533	561	336	1
3534	561	477	1
3535	561	456	1
3536	561	1229	1
3537	561	45	1
3538	561	742	1
3539	561	603	1
3540	561	677	1
3541	561	1798	1
3542	1611	355	1
3543	861	683	1
3544	861	826	1
3545	861	2553	1
3546	1753	291	1
3547	1871	1365	1
3548	1871	1984	1
3549	1871	711	1
3550	1871	456	1
3551	1826	2553	1
3552	1958	1788	1
3553	1958	100	1
3554	1958	1531	1
3555	1958	2495	1
3556	1964	2226	1
3557	1964	48	1
3558	1401	1427	1
3559	1401	2671	1
3560	1401	2182	1
3561	1401	333	1
3562	1401	1229	1
3563	1401	2338	1
3564	1401	1234	1
3565	2506	2553	1
3566	1704	60	1
3567	1197	1984	1
3568	1698	1234	1
3569	2067	2037	1
3570	2015	2553	1
3571	1420	2671	1
3572	1418	1984	1
3573	775	2553	1
3574	2615	826	1
3575	1110	1427	1
3576	1110	1234	1
3577	1110	2349	1
3578	749	683	1
3579	749	683	1
3580	749	826	1
3581	749	383	1
3582	1784	60	1
3583	1748	826	1
3584	776	1427	1
3585	776	1229	1
3586	776	2511	1
3587	2450	826	1
3588	567	1171	1
3589	1666	60	1
3590	2640	60	1
3591	2006	60	1
3592	2381	1171	1
3593	269	683	1
3594	269	2553	1
3595	269	1841	1
3596	269	1171	1
3597	1910	2148	1
3598	1351	826	1
3599	2468	2487	1
3600	2606	1365	1
3601	803	1234	1
3602	543	1984	1
3603	2267	2226	1
3604	2267	48	1
3605	1587	1402	1
3606	1587	2047	1
3607	929	2226	1
3608	2341	1234	1
3609	2442	425	1
3610	2442	2588	1
3611	2442	1079	1
3612	2442	2226	1
3613	1239	2047	1
3614	1239	677	1
3615	2624	2047	1
3616	2624	677	1
3617	959	60	1
3618	488	2661	1
3619	488	1427	1
3620	488	1234	1
3621	468	1229	1
3622	296	2553	1
3623	966	1984	1
3624	1454	2351	1
3625	207	1646	1
3626	207	826	1
3627	207	3	1
3628	207	477	1
3629	207	1171	1
3630	2591	100	1
3631	2633	2047	1
3632	2633	677	1
3633	1735	2487	1
3634	1289	2351	1
3635	1289	1212	1
3636	1598	60	1
3637	1598	2553	1
3638	1670	2047	1
3639	1670	677	1
3640	1219	2661	1
3641	1219	1234	1
3642	2228	2047	1
3643	2228	677	1
3644	2285	423	1
3645	2285	1395	1
3646	2564	1232	1
3647	435	826	1
3648	998	826	1
3649	1348	617	1
3650	1348	1101	1
3651	1348	1122	1
3652	729	383	1
3653	729	1261	1
3654	1902	921	1
3655	1902	2047	1
3656	1902	1402	1
3657	794	2047	1
3658	794	677	1
3659	1567	826	1
3660	2514	2147	1
3661	518	1171	1
3662	1987	1559	1
3663	1112	2132	1
3664	1112	291	1
3665	1112	2226	1
3666	1966	1078	1
3667	2678	1984	1
3668	1853	2553	1
3669	1540	2553	1
3670	1047	2553	1
3671	59	1365	1
3672	59	2052	1
3673	59	711	1
3674	59	456	1
3675	59	2553	1
3676	59	1229	1
3677	59	603	1
3678	59	48	1
3679	2328	826	1
3680	1136	1984	1
3681	1861	1101	1
3682	1523	2495	1
3683	2043	2206	1
3684	2722	1984	1
3685	2722	742	1
3686	932	2226	1
3687	439	826	1
3688	505	1078	1
3689	1961	1229	1
3690	2229	826	1
3691	2484	1984	1
3692	2509	2553	1
3693	599	1365	1
3694	599	683	1
3695	599	1841	1
3696	2342	2206	1
3697	2342	1395	1
3698	1236	355	1
3699	2241	1014	1
3700	1	2226	1
3701	1017	386	1
3702	1017	456	1
3703	1017	1229	1
3704	1951	1337	1
3705	1951	60	1
3706	1951	2391	1
3707	1951	2553	1
3708	985	1014	1
3709	2133	2052	1
3710	2385	683	1
3711	2385	826	1
3712	2385	2553	1
3713	345	2391	1
3714	540	826	1
3715	540	2553	1
3716	1634	1365	1
3717	812	2226	1
3718	2199	1984	1
3719	2199	477	1
3720	238	355	1
3721	238	742	1
3722	607	1171	1
3723	2551	1646	1
3724	2551	1692	1
3725	2551	826	1
3726	2551	2391	1
3727	2551	2726	1
3728	828	826	1
3729	2262	2492	1
3730	2262	826	1
3731	2262	526	1
3732	2262	1710	1
3733	2262	1256	1
3734	2262	2726	1
3735	2413	48	1
3736	1144	826	1
3737	1144	1229	1
3738	196	2047	1
3739	196	677	1
3740	73	60	1
3741	1456	1469	1
3742	1456	1290	1
3743	1456	116	1
3744	1456	1395	1
3745	1456	1633	1
3746	1456	2195	1
3747	1456	811	1
3748	1989	683	1
3749	1989	1984	1
3750	1989	355	1
3751	1989	2052	1
3752	1989	456	1
3753	1989	742	1
3754	126	1646	1
3755	126	683	1
3756	664	1789	1
3757	591	60	1
3758	604	2052	1
3759	604	456	1
3760	604	1229	1
3761	1661	1101	1
3762	1048	1646	1
3763	1048	826	1
3764	1048	3	1
3765	2091	507	1
3766	2091	2197	1
3767	1450	355	1
3768	1450	2052	1
3769	1897	2553	1
3770	1260	1066	1
3771	1126	2475	1
3772	1126	1361	1
3773	1126	1984	1
3774	1126	1191	1
3775	2416	1984	1
3776	2512	1710	1
3777	2314	2220	1
3778	2314	658	1
3779	2314	826	1
3780	2314	3	1
3781	2314	1171	1
3782	95	333	1
3783	95	1427	1
3784	95	1234	1
3785	2389	1484	1
3786	2389	477	1
3787	2389	742	1
3788	2728	1646	1
3789	2728	1559	1
3790	2728	921	1
3791	2728	2553	1
3792	2728	1171	1
3793	2655	617	1
3794	2655	617	1
3795	2655	617	1
3796	2655	617	1
3797	2655	1122	1
3798	2655	276	1
3799	2655	1171	1
3800	780	2495	1
3801	780	1427	1
3802	780	1234	1
3803	780	2511	1
3804	284	186	1
3805	284	2302	1
3806	284	1365	1
3807	284	935	1
3808	284	2392	1
3809	284	826	1
3810	284	711	1
3811	284	456	1
3812	284	1841	1
3813	284	1061	1
3814	284	1779	1
3815	284	603	1
3816	284	277	1
3817	820	2302	1
3818	820	1365	1
3819	820	826	1
3820	820	1984	1
3821	820	711	1
3822	820	456	1
3823	820	1061	1
3824	433	60	1
3825	1184	291	1
3826	1184	60	1
3827	2658	60	1
3828	1580	2553	1
3829	2088	1646	1
3830	2088	477	1
3831	1715	1054	1
3832	1715	1171	1
3833	1031	711	1
3834	1744	617	1
3835	1744	617	1
3836	1744	617	1
3837	1744	617	1
3838	2161	1365	1
3839	2161	1841	1
3840	2306	383	1
3841	2464	2226	1
3842	2464	48	1
3843	1932	383	1
3844	1413	2487	1
3845	2335	826	1
3846	2335	711	1
3847	2176	2553	1
3848	2359	1101	1
3849	2359	2553	1
3850	1082	383	1
3851	918	2553	1
3852	1267	60	1
3853	618	1229	1
3854	1121	711	1
3855	1313	2220	1
3856	1759	333	1
3857	1759	1234	1
3858	1095	711	1
3859	1113	1559	1
3860	2503	2553	1
3861	2355	1984	1
3862	999	2553	1
3863	2459	1021	1
3864	846	683	1
3865	2325	2553	1
3866	2554	2553	1
3867	1874	2147	1
3868	1874	48	1
3869	2727	383	1
3870	2500	2671	1
3871	871	1873	1
3872	301	1984	1
3873	144	60	1
3874	440	826	1
3875	252	2671	1
3876	2463	60	1
3877	267	936	1
3878	1451	1984	1
3879	1387	116	1
3880	1387	2553	1
3881	1387	742	1
3882	27	1293	1
3883	1991	2487	1
3884	847	2737	1
3885	847	711	1
3886	847	1006	1
3887	2068	826	1
3888	682	2671	1
3889	341	2487	1
3890	1510	744	1
3891	289	2553	1
3892	964	1646	1
3893	879	1984	1
3894	1483	826	1
3895	1318	1984	1
3896	1318	477	1
3897	2177	826	1
3898	1665	2553	1
3899	1665	2148	1
3900	2030	291	1
3901	2030	826	1
3902	457	291	1
3903	514	2661	1
3904	514	2349	1
3905	801	1229	1
3906	350	2185	1
3907	1828	60	1
3908	730	2553	1
3909	1345	617	1
3910	1345	617	1
3911	1345	617	1
3912	1345	617	1
3913	1345	383	1
3914	1949	2313	1
3915	2109	1921	1
3916	722	826	1
3917	2441	186	1
3918	2441	2302	1
3919	2441	1365	1
3920	2441	935	1
3921	2441	2392	1
3922	2441	826	1
3923	2441	711	1
3924	2441	456	1
3925	2441	1841	1
3926	2441	1061	1
3927	2441	1779	1
3928	2441	603	1
3929	2441	277	1
3930	1338	826	1
3931	1338	48	1
3932	517	2220	1
3933	517	826	1
3934	1024	1171	1
3935	2571	742	1
3936	863	2661	1
3937	863	2349	1
3938	221	826	1
3939	2729	48	1
3940	209	128	1
3941	937	2495	1
3942	1571	1171	1
3943	1999	2226	1
3944	1584	2487	1
3945	576	1285	1
3946	576	826	1
3947	351	1101	1
3948	315	1798	1
3949	1576	1901	1
3950	1658	1984	1
3951	1334	826	1
3952	1464	1353	1
3953	1464	2664	1
3954	1464	1085	1
3955	1464	774	1
3956	1464	2492	1
3957	1464	1204	1
3958	1950	60	1
3959	884	826	1
3960	1740	48	1
3961	1808	60	1
3962	327	1365	1
3963	1264	355	1
3964	164	2313	1
3965	164	2047	1
3966	164	2553	1
3967	2501	2340	1
3968	2427	713	1
3969	1783	826	1
3970	1067	2671	1
3971	2138	1984	1
3972	548	826	1
3973	1394	1984	1
3974	701	826	1
3975	2456	2553	1
3976	163	2570	1
3977	2688	1427	1
3978	2688	1234	1
3979	2688	2511	1
3980	2557	826	1
3981	1029	60	1
3982	1591	826	1
3983	1591	1984	1
3984	251	2226	1
3985	1392	60	1
3986	1705	1256	1
3987	1705	1256	1
3988	108	826	1
3989	2194	355	1
3990	2194	2553	1
3991	2718	48	1
3992	975	826	1
3993	2117	2047	1
3994	2117	336	1
3995	2117	2052	1
3996	2117	677	1
3997	1971	2226	1
3998	1971	2553	1
3999	1684	617	1
4000	1684	1122	1
4001	1684	2553	1
4002	868	1365	1
4003	868	683	1
4004	868	60	1
4005	868	826	1
4006	868	2553	1
4007	693	1101	1
4008	1975	2487	1
4009	1975	2553	1
4010	1028	1761	1
4011	1542	2047	1
4012	1542	677	1
4013	1574	1841	1
4014	1233	2226	1
4015	837	1682	1
4016	837	683	1
4017	837	1984	1
4018	837	711	1
4019	837	456	1
4020	837	1229	1
4021	837	45	1
4022	837	603	1
4023	837	277	1
4024	837	1798	1
4025	2058	826	1
4026	2058	1984	1
4027	2058	1779	1
4028	2029	2240	1
4029	2288	2553	1
4030	1943	1804	1
4031	1943	936	1
4032	1943	2240	1
4033	1943	291	1
4034	1943	1042	1
4035	1943	1293	1
4036	1943	48	1
4037	2573	1079	1
4038	2573	2553	1
4039	262	1559	1
4040	655	1711	1
4041	655	291	1
4042	655	1171	1
4043	2175	2302	1
4044	2175	1365	1
4045	2175	826	1
4046	2175	1984	1
4047	2175	711	1
4048	2175	456	1
4049	2175	1061	1
4050	859	186	1
4051	859	2302	1
4052	859	1365	1
4053	859	935	1
4054	859	2392	1
4055	859	277	1
4056	859	711	1
4057	859	456	1
4058	859	1841	1
4059	859	1061	1
4060	859	1779	1
4061	859	603	1
4062	1453	2302	1
4063	1453	1365	1
4064	1453	826	1
4065	1453	1984	1
4066	1453	711	1
4067	1453	456	1
4068	1453	1061	1
4069	554	2302	1
4070	554	1365	1
4071	554	826	1
4072	554	1984	1
4073	554	711	1
4074	554	456	1
4075	554	1061	1
4076	1644	60	1
4077	1644	2671	1
4078	1638	526	1
4079	1638	1395	1
4080	24	2047	1
4081	24	2226	1
4082	24	677	1
4083	1363	683	1
4084	1363	2553	1
4085	2339	826	1
4086	1192	683	1
4087	511	386	1
4088	511	1484	1
4089	511	1682	1
4090	511	2302	1
4091	511	2093	1
4092	511	1365	1
4093	511	1312	1
4094	511	525	1
4095	511	1232	1
4096	511	1285	1
4097	511	2537	1
4098	511	1337	1
4099	511	1079	1
4100	511	1984	1
4101	511	355	1
4102	511	1333	1
4103	511	2391	1
4104	511	277	1
4105	511	711	1
4106	511	477	1
4107	511	2553	1
4108	511	2148	1
4109	511	226	1
4110	511	742	1
4111	511	1293	1
4112	511	1522	1
4113	511	2435	1
4114	2609	1365	1
4115	2609	1984	1
4116	2294	2553	1
4117	161	2553	1
4118	2682	1171	1
4119	1683	23	1
4120	1683	100	1
4121	1640	60	1
4122	1640	2553	1
4123	873	973	1
4124	1561	1171	1
4125	1155	2553	1
4126	480	2047	1
4127	480	336	1
4128	480	2553	1
4129	647	1205	1
4130	647	2402	1
4131	647	2436	1
4132	1530	60	1
4133	1530	2553	1
4134	2548	2553	1
4135	1367	2553	1
4136	1059	1101	1
4137	726	826	1
4138	2118	1984	1
4139	2069	186	1
4140	2069	2302	1
4141	2069	1365	1
4142	2069	935	1
4143	2069	2392	1
4144	2069	1984	1
4145	2069	277	1
4146	2069	711	1
4147	2069	456	1
4148	2069	1841	1
4149	2069	1061	1
4150	2069	1779	1
4151	2069	603	1
4152	1994	1984	1
4153	202	2220	1
4154	202	60	1
4155	1349	2047	1
4156	1349	677	1
4157	1675	2553	1
4158	737	2047	1
4159	737	677	1
4160	1524	2553	1
4161	1524	742	1
4162	103	425	1
4163	103	2588	1
4164	103	456	1
4165	103	1229	1
4166	103	45	1
4167	103	742	1
4168	103	603	1
4169	103	1171	1
4170	1282	1038	1
4171	2130	60	1
4172	2383	60	1
4173	2163	2047	1
4174	2403	60	1
4175	1393	1682	1
4176	1393	1984	1
4177	1393	2553	1
4178	1974	1984	1
4179	2358	355	1
4180	2358	2553	1
4181	917	2226	1
4182	917	48	1
4183	581	683	1
4184	581	1984	1
4185	1380	826	1
4186	2297	826	1
4187	524	921	1
4188	524	1411	1
4189	524	1101	1
4190	461	2553	1
4191	25	2226	1
4192	1169	826	1
4193	1933	1171	1
4194	2316	383	1
4195	1762	1395	1
